RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,churn_probability,predicted_churn,customer_id,segment,age,gender,city,branch_code,annual_income_inr,credit_score,tenure_months,num_products_held,products_held,is_digital_user,preferred_channel,relationship_manager,has_loan,has_credit_card,has_investments,churn_flag,avg_monthly_balance_inr_mean,avg_monthly_balance_inr_std,avg_monthly_balance_inr_min,avg_monthly_balance_inr_max,num_debit_txns_mean,num_debit_txns_sum,num_credit_txns_mean,num_credit_txns_sum,digital_logins_mean,digital_logins_sum,branch_visits_mean,branch_visits_sum,total_complaints,avg_nps,balance_trend_slope,recency_ratio,complaint_month_pct,login_trend_slope,segment_enc,gender_enc,city_enc,branch_code_enc,products_held_enc,preferred_channel_enc,cluster
2743,15576126,Young,649,France,Female,41,2,125785.23,1,1,1,70523.92,0,0.16440465,0,CUST002743,Mass,67.0,M,Bangalore,BR013,589006.0,647.0,53.0,2.0,"FD,Current",1.0,Phone,0.0,0.0,0.0,0.0,0.0,48774.8375,10809.746172632716,29837.21,64130.86,13.916666666666666,167.0,5.333333333333333,64.0,8.833333333333334,106.0,0.4166666666666667,5.0,0.0,7.916666666666667,-1743.6954195804194,0.8079249082253208,0.0,0.0909090909090909,2.0,1.0,1.0,12.0,497.0,3.0,0.0
2744,15658889,Watson,689,France,Male,22,4,136444.25,1,1,0,51980.25,1,0.047515277,0,CUST002744,Affluent,0.0,0,France,0,0.0,689.0,4.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,136444.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0,0.17448947,0,CUST002745,Affluent,0.0,0,Spain,0,0.0,694.0,7.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,121527.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,15669957,Drake,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0,0.40767565,0,CUST002746,Affluent,0.0,0,Germany,0,0.0,655.0,9.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,144696.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2747,15655794,Hanna,620,France,Male,36,8,0.0,2,1,1,145937.99,0,0.010145595,0,CUST002747,Mass,0.0,0,France,0,0.0,620.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748,15599829,Padovesi,577,France,Female,35,10,0.0,2,1,1,25161.61,0,0.028920075,0,CUST002748,Mass,0.0,0,France,0,0.0,577.0,10.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749,15753332,Loftus,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1,0.8164152,1,CUST002749,Affluent,62.0,F,Bangalore,BR041,688882.0,632.0,82.0,1.0,Savings,1.0,Net_Banking,0.0,0.0,0.0,0.0,0.0,62594.305,15157.1663637139,35097.96,78971.08,14.916666666666666,179.0,4.75,57.0,8.5,102.0,0.25,3.0,0.0,8.0,-1574.1906293706295,0.7272320676716266,0.0,0.4195804195804196,0.0,0.0,1.0,40.0,939.0,2.0,0.0
2750,15671124,Buccho,599,France,Male,25,6,120383.41,1,1,1,24903.09,0,0.022663457,0,CUST002750,Affluent,0.0,0,France,0,0.0,599.0,6.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,120383.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,15767474,Lorenzo,481,France,Female,57,9,0.0,3,1,1,169719.35,1,0.6042067,1,CUST002751,Mass,45.0,M,Hyderabad,BR013,508404.0,604.0,98.0,2.0,"Savings,Credit_Card",1.0,Phone,0.0,0.0,1.0,0.0,0.0,43897.49083333334,11451.020469802092,26879.86,58677.5,12.416666666666666,149.0,5.25,63.0,6.833333333333333,82.0,0.75,9.0,1.0,8.833333333333334,1117.0277972027975,1.4199842310203077,0.0833333333333333,-0.1888111888111887,2.0,1.0,4.0,12.0,940.0,3.0,0.0
2752,15720671,Ibezimako,704,France,Male,42,8,129735.3,2,1,1,179565.57,0,0.08870896,0,CUST002752,Mass,62.0,F,Bangalore,BR006,459228.0,726.0,42.0,1.0,FD,1.0,Mobile,0.0,0.0,0.0,0.0,0.0,35942.50666666667,8884.785435716227,23253.03,49493.93,14.166666666666666,170.0,5.166666666666667,62.0,8.916666666666666,107.0,0.5,6.0,0.0,7.916666666666667,-1277.0286713286716,0.8319726234328932,0.0,0.1923076923076923,2.0,0.0,1.0,5.0,473.0,1.0,0.0
2753,15626787,Wei,698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1,0.058860593,0,CUST002753,Affluent,0.0,0,Spain,0,0.0,698.0,8.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,185078.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,15774491,Ross,480,France,Female,28,6,0.0,2,0,0,48131.92,0,0.037375316,0,CUST002754,HNI,53.0,M,Mumbai,BR034,4754987.0,619.0,13.0,3.0,"Loan,FD,Insurance",1.0,Branch,1.0,1.0,0.0,1.0,0.0,402439.1783333333,119470.0490406995,238331.89,549996.36,14.333333333333334,172.0,5.166666666666667,62.0,7.583333333333333,91.0,0.4166666666666667,5.0,1.0,9.0,-245.96629370629327,1.077718360404436,0.0833333333333333,-0.3041958041958042,1.0,1.0,6.0,33.0,875.0,0.0,2.0
2755,15579647,Oluchukwu,682,France,Male,42,0,0.0,1,1,1,160828.98,0,0.20257744,0,CUST002755,HNI,60.0,F,Hyderabad,BR002,3187454.0,643.0,93.0,3.0,"Loan,Savings,Demat",1.0,Branch,1.0,1.0,0.0,1.0,0.0,260588.405,47304.124842450445,161653.94,329026.4,15.333333333333334,184.0,5.166666666666667,62.0,8.083333333333334,97.0,0.4166666666666667,5.0,1.0,8.833333333333334,-1482.5420979020985,0.9840070604353276,0.0833333333333333,-0.2132867132867132,1.0,0.0,4.0,1.0,925.0,0.0,2.0
2756,15625522,Walker,700,Spain,Male,31,7,0.0,2,0,1,145151.96,0,0.011212453,0,CUST002756,Affluent,66.0,F,Pune,BR036,683096.0,725.0,37.0,3.0,"Insurance,FD,Current",1.0,Mobile,0.0,0.0,0.0,1.0,0.0,62761.6975,11781.05660654898,45736.73,78154.91,15.0,180.0,5.0,60.0,9.5,114.0,0.5,6.0,0.0,8.0,214.7106643356643,1.0530907775322955,0.0,-0.1818181818181818,0.0,0.0,7.0,35.0,713.0,1.0,0.0
2757,15765806,Wu,492,France,Male,29,1,144591.96,1,1,1,196293.76,0,0.056346748,0,CUST002757,Affluent,0.0,0,France,0,0.0,492.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,144591.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,15566708,Chidalu,444,France,Female,45,4,0.0,2,1,0,161653.5,1,0.16962147,0,CUST002758,Mass,0.0,0,France,0,0.0,444.0,4.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,15668347,Ingram,624,France,Male,36,6,0.0,2,0,0,84635.64,0,0.026970109,0,CUST002759,Affluent,50.0,F,Ahmedabad,BR020,1201372.0,747.0,35.0,2.0,"Demat,Loan",1.0,Branch,0.0,1.0,0.0,1.0,0.0,101765.9475,30130.053302125896,62538.02,134395.95,13.833333333333334,166.0,4.0,48.0,7.666666666666667,92.0,0.5,6.0,2.0,7.666666666666667,-3020.071083916084,0.8537997060021083,0.1666666666666666,-0.2097902097902098,0.0,0.0,0.0,19.0,415.0,0.0,0.0
2760,15575214,Ch'en,709,France,Male,37,7,0.0,1,1,0,159486.76,0,0.20974113,0,CUST002760,Affluent,24.0,M,Kolkata,BR048,1482747.0,694.0,94.0,3.0,"Loan,FD,Demat",1.0,Phone,0.0,1.0,0.0,1.0,0.0,128573.10083333332,24149.967504767694,83321.78,160397.36,16.833333333333332,202.0,5.666666666666667,68.0,10.166666666666666,122.0,0.5833333333333334,7.0,0.0,8.333333333333334,1286.3636013986015,0.912081252812851,0.0,-0.0279720279720279,0.0,1.0,5.0,47.0,871.0,3.0,0.0
2761,15591123,Iredale,557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0,0.31929544,0,CUST002761,Mass,50.0,F,Delhi,BR016,265195.0,796.0,81.0,2.0,"Current,Loan",1.0,Mobile,0.0,1.0,0.0,0.0,0.0,22789.400833333333,4973.297379477466,16222.29,30030.72,14.916666666666666,179.0,5.333333333333333,64.0,6.666666666666667,80.0,0.5,6.0,1.0,7.0,531.7912937062936,1.13205970641781,0.0833333333333333,-0.0069930069930069,2.0,0.0,3.0,15.0,259.0,1.0,0.0
2762,15573280,Gallagher,646,Germany,Male,50,6,145295.31,2,1,1,27814.74,0,0.23013516,0,CUST002762,Affluent,0.0,0,Germany,0,0.0,646.0,6.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,145295.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,15589018,Padilla,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,0,0.030973911,0,CUST002763,Mass,68.0,F,Chennai,BR027,285535.0,726.0,62.0,2.0,"Loan,Insurance",1.0,Phone,0.0,1.0,0.0,1.0,0.0,24048.955833333337,4623.580180191848,15947.1,32077.9,14.666666666666666,176.0,4.833333333333333,58.0,7.5,90.0,0.5833333333333334,7.0,1.0,8.666666666666666,515.9425524475525,1.1666235211345488,0.0833333333333333,0.1328671328671328,2.0,0.0,2.0,26.0,887.0,3.0,0.0
2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0,0.5865388,1,CUST002764,Affluent,0.0,0,Germany,0,0.0,706.0,6.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,120621.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,15597265,Mao,660,France,Male,38,7,0.0,2,0,1,146585.53,0,0.020181116,0,CUST002765,Mass,0.0,0,France,0,0.0,660.0,7.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766,15733876,Schneider,667,France,Male,36,9,0.0,2,1,1,40062.29,0,0.012056693,0,CUST002766,Mass,0.0,0,France,0,0.0,667.0,9.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,15677217,Ibragimova,705,France,Male,30,1,0.0,1,1,1,181300.32,0,0.052965865,0,CUST002767,Mass,62.0,M,Bangalore,BR014,239815.0,698.0,77.0,1.0,Insurance,1.0,Net_Banking,0.0,0.0,0.0,1.0,0.0,20074.57833333333,4225.575789270581,13791.67,25770.92,14.333333333333334,172.0,4.666666666666667,56.0,5.583333333333333,67.0,0.4166666666666667,5.0,0.0,6.25,340.7979020979021,1.1947553138601352,0.0,0.1713286713286713,2.0,1.0,1.0,13.0,627.0,2.0,0.0
2768,15747265,Huang,598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0,0.10722184,0,CUST002768,Affluent,0.0,0,Germany,0,0.0,598.0,10.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,171283.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2769,15713379,Anderson,669,France,Male,26,4,0.0,2,1,1,197594.34,0,0.008523125,0,CUST002769,Mass,0.0,0,France,0,0.0,669.0,4.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,15730433,Nakayama,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1,0.41911122,0,CUST002770,Mass,66.0,M,Kolkata,BR040,490636.0,793.0,81.0,4.0,"FD,Demat,Loan,Current",1.0,Branch,0.0,1.0,0.0,1.0,1.0,28525.798333333336,12161.19969866373,12337.5,45900.87,10.666666666666666,128.0,2.833333333333333,34.0,4.833333333333333,58.0,0.25,3.0,0.0,3.583333333333333,2940.4970629370623,1.712393021943838,0.0,0.4965034965034964,2.0,1.0,5.0,39.0,540.0,0.0,1.0
2771,15693347,Gardener,676,France,Female,32,5,0.0,2,1,1,75465.41,0,0.030780727,0,CUST002771,Mass,55.0,M,Ahmedabad,BR038,464852.0,751.0,16.0,5.0,"Credit_Card,Current,FD,Loan,Insurance",1.0,Mobile,0.0,1.0,1.0,1.0,0.0,38914.24333333333,9230.51802422056,23877.03,53514.22,18.0,216.0,5.0,60.0,8.0,96.0,0.6666666666666666,8.0,0.0,7.666666666666667,477.07419580419554,0.9872130283710008,0.0,-0.2377622377622377,2.0,1.0,0.0,37.0,11.0,1.0,0.0
2772,15715465,Aksenova,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0,0.107344896,0,CUST002772,Mass,60.0,F,Ahmedabad,BR050,290529.0,700.0,23.0,4.0,"Loan,Insurance,Demat,Current",0.0,Branch,0.0,1.0,0.0,1.0,0.0,25342.5475,5958.187881080691,15795.62,33310.31,14.166666666666666,170.0,5.833333333333333,70.0,0.0,0.0,1.4166666666666667,17.0,0.0,8.0,-6.342762237762158,1.0147724673895235,0.0,0.0,2.0,0.0,0.0,49.0,897.0,0.0,0.0
2773,15680736,Milne,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0,0.38244835,0,CUST002773,Affluent,0.0,0,Germany,0,0.0,597.0,6.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,124978.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,15610765,Onwumelu,559,France,Male,29,1,0.0,2,0,0,155639.76,0,0.015138611,0,CUST002774,Mass,0.0,0,France,0,0.0,559.0,1.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,15650034,Kudryashova,564,France,Female,28,1,0.0,1,1,1,162428.05,0,0.13032596,0,CUST002775,Mass,0.0,0,France,0,0.0,564.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,15782468,Hart,850,Spain,Male,51,3,109799.55,2,1,1,12457.76,1,0.122514375,0,CUST002776,Affluent,0.0,0,Spain,0,0.0,850.0,3.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,109799.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,15685109,Teng,689,France,Male,39,7,0.0,2,0,0,14917.09,0,0.03362615,0,CUST002777,Mass,0.0,0,France,0,0.0,689.0,7.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2778,15776233,Kruglova,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1,0.93723565,1,CUST002778,Mass,55.0,M,Kolkata,BR002,281547.0,715.0,99.0,3.0,"Current,Credit_Card,Savings",0.0,Branch,0.0,0.0,1.0,0.0,0.0,24051.396666666667,4544.709649632263,16632.91,32186.5,14.333333333333334,172.0,5.083333333333333,61.0,0.0,0.0,0.75,9.0,2.0,7.0,550.5286713286714,1.0968375982115774,0.1666666666666666,0.0,2.0,1.0,5.0,1.0,180.0,0.0,0.0
2779,15761141,Palerma,604,Spain,Female,71,10,0.0,2,1,1,129984.2,0,0.069566056,0,CUST002779,Mass,0.0,0,Spain,0,0.0,604.0,10.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780,15781702,Brookes,733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0,0.07273715,0,CUST002780,Affluent,0.0,0,Germany,0,0.0,733.0,9.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,111347.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2781,15790235,Hsing,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0,0.055227976,0,CUST002781,Affluent,0.0,0,Spain,0,0.0,778.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,104291.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,15641416,Shaffer,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1,0.29554823,0,CUST002782,Mass,0.0,0,Germany,0,0.0,732.0,9.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,94867.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2783,15775234,Laurie,646,France,Male,24,8,0.0,2,0,0,92612.88,0,0.015507163,0,CUST002783,Mass,0.0,0,France,0,0.0,646.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,15659475,Chung,597,France,Female,33,6,135703.59,2,0,0,74850.84,0,0.103804685,0,CUST002784,Affluent,0.0,0,France,0,0.0,597.0,6.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,135703.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,15642202,Whitfield,821,Germany,Female,37,5,106453.53,2,0,1,127413.0,0,0.09451927,0,CUST002785,HNI,67.0,M,Mumbai,BR027,4257314.0,767.0,115.0,4.0,"Credit_Card,FD,Insurance,Demat",0.0,Branch,0.0,0.0,1.0,1.0,0.0,387263.3116666667,69541.68410199165,252372.63,446442.26,16.0,192.0,5.666666666666667,68.0,0.0,0.0,1.0833333333333333,13.0,2.0,8.25,-2187.793006993008,0.967003027708636,0.1666666666666666,0.0,1.0,1.0,6.0,26.0,65.0,0.0,2.0
2786,15771417,Thomas,640,France,Male,43,7,132412.38,1,0,0,69584.3,1,0.23336561,0,CUST002786,Affluent,0.0,0,France,0,0.0,640.0,7.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,132412.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,15585100,Rioux,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1,0.6285044,1,CUST002787,Affluent,0.0,0,Germany,0,0.0,511.0,9.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,124401.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788,15700487,Osonduagwuike,805,France,Male,46,6,118022.06,3,1,0,162643.15,1,0.87586313,1,CUST002788,Affluent,0.0,0,France,0,0.0,805.0,6.0,0.0,3 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,118022.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,15726589,Matveyev,540,Germany,Male,39,1,82531.11,1,1,0,114092.52,0,0.52608275,1,CUST002789,Mass,62.0,M,Kolkata,BR045,321850.0,640.0,9.0,3.0,"Savings,Insurance,Current",1.0,Net_Banking,0.0,0.0,0.0,1.0,0.0,28461.305,8133.247446799071,17040.16,37424.02,16.333333333333332,196.0,4.666666666666667,56.0,8.5,102.0,0.5,6.0,1.0,8.083333333333334,832.3558041958041,1.0651759192299564,0.0833333333333333,0.3076923076923077,2.0,1.0,5.0,44.0,1050.0,2.0,0.0
2790,15747503,Hayward,705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1,0.22551958,0,CUST002790,Affluent,0.0,0,Spain,0,0.0,705.0,0.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,184552.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2791,15595883,Nkemdirim,540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0,0.2757165,0,CUST002791,Affluent,0.0,0,Germany,0,0.0,540.0,4.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,127278.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,15663826,Brim,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0,0.27656958,0,CUST002792,Affluent,38.0,F,Chennai,BR050,1295477.0,763.0,87.0,2.0,"Savings,Credit_Card",1.0,Branch,0.0,0.0,1.0,0.0,0.0,107016.06666666668,27737.19715735903,67508.93,144188.23,16.5,198.0,5.083333333333333,61.0,5.666666666666667,68.0,0.75,9.0,0.0,8.583333333333334,507.4337762237778,0.9136921112462706,0.0,-0.0209790209790209,0.0,0.0,2.0,49.0,940.0,0.0,0.0
2793,15742820,Trevisano,535,France,Female,45,2,0.0,2,0,1,170621.55,0,0.13056992,0,CUST002793,Mass,0.0,0,France,0,0.0,535.0,2.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2794,15624793,Soubeiran,627,Germany,Male,23,5,184244.86,1,1,0,103099.22,0,0.10333051,0,CUST002794,Mass,40.0,M,Mumbai,BR045,543296.0,715.0,91.0,4.0,"Insurance,Current,FD,Demat",1.0,Mobile,0.0,0.0,0.0,1.0,0.0,43303.63,9663.406236928524,27726.21,55629.92,13.916666666666666,167.0,6.083333333333333,73.0,7.25,87.0,0.4166666666666667,5.0,0.0,8.166666666666666,440.61699300699314,1.125777170601988,0.0,0.2832167832167832,2.0,1.0,6.0,44.0,666.0,1.0,0.0
2795,15597930,Wilson,646,France,Male,52,8,59669.43,1,0,0,172495.81,1,0.8207974,1,CUST002795,Affluent,66.0,M,Kolkata,BR027,1139801.0,655.0,25.0,1.0,Current,1.0,Branch,0.0,0.0,0.0,0.0,0.0,88058.25833333335,24097.7122191328,57523.66,124430.71,16.416666666666668,197.0,6.0,72.0,8.416666666666666,101.0,0.3333333333333333,4.0,0.0,8.083333333333334,1232.6801398601394,1.1154274994992508,0.0,-0.4090909090909091,0.0,1.0,5.0,26.0,158.0,0.0,0.0
2796,15665110,Helena,515,France,Female,25,7,79543.59,1,0,1,38772.82,0,0.09324673,0,CUST002796,Mass,47.0,F,Bangalore,BR024,420131.0,696.0,37.0,2.0,"Demat,FD",0.0,Branch,0.0,0.0,0.0,1.0,1.0,23845.69083333333,6998.536686380113,14164.08,37460.89,10.25,123.0,2.5,30.0,0.0,0.0,2.083333333333333,25.0,2.0,4.333333333333333,1539.859055944056,1.3987209020144926,0.1666666666666666,0.0,2.0,0.0,1.0,23.0,363.0,0.0,1.0
2797,15770719,Duncan,697,France,Female,39,6,151553.19,1,1,1,44946.29,0,0.07706142,0,CUST002797,Affluent,0.0,0,France,0,0.0,697.0,6.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,151553.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,15731327,Hale,652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0,0.04275254,0,CUST002798,Affluent,0.0,0,Germany,0,0.0,652.0,2.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,166527.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
